d_losses,g_losses,val_d_losses,val_g_losses,val_ssim,val_psnr
0.17301028603345414,0.13412434200015594,1.9092027403466716e-08,0.1589557407423854,0.007030874982218046,13.548427485968343
0.07487504022692511,0.1587846555754425,0.0008032363501147,0.06435263680759817,0.006694697726075307,13.077470250922099
0.006841702677031146,0.08100554596368723,0.00011245081220845332,0.06443939718883485,0.00180873849917904,13.96030610162706
9.75083219379084e-05,0.08679141981277878,0.005361664219456802,0.06397921440657228,0.0014863063325404678,14.113490462493306
9.541952000644159e-07,0.061308402450769905,0.0033883571635316967,0.060528693604283035,0.0016525245412243623,14.143659651856046
6.474800233082306e-07,0.05929875617304186,0.00267177539096608,0.058728404925204813,0.0013707373512558418,14.133452026725259
5.277935252555136e-07,0.057372285097133456,0.002185557932409987,0.05705769604537636,0.0011611989036543608,14.18424179718974
5.370223643972275e-07,0.05619616994238275,0.0018403405004433493,0.056500902748666704,0.0012071147566836437,14.166824687468546
5.83761360958288e-07,0.055710676265513806,0.001581120908672462,0.056166325812228024,0.0011056240257290698,14.174144429327649
4.598186911000252e-06,0.05464992364208529,0.001899810772698629,0.056205526809208095,0.0017081390545325408,14.168623662070525
9.366745321187248e-06,0.05702561448056867,0.0033177972773355546,0.05758751661051065,0.002155646893177366,14.242221362192263
1.5702416833256652e-05,0.06270999998206228,0.004911251190178725,0.06643780402373523,0.002223102224179276,14.184458303201563
4.594561611415662e-07,0.06407031258494836,0.0012907487283353863,0.0639726109802723,0.00206052493765065,14.094485869018655
1.819187640668112e-06,0.06295935551481922,0.001475717912625213,0.06316823197994381,0.002212270727786835,13.742953268763035
2.757289001858528e-06,0.0628680864891668,0.001960186539005329,0.06332247890532017,0.0022753046802475607,13.724696348818687
0.008865210423321217,0.08714143576936459,0.0,0.2093755598179996,0.001328478008278157,13.499650961090925
0.43896285673556307,0.14169738652903263,0.7038186736754142,0.093974688090384,0.008056857958804852,15.09965104769712
0.042556550442815755,0.07389703290317003,0.0109771117854056,0.09325182251632214,-0.0026396872309765013,13.034331730565633
0.0034932761332649204,0.07338501674335772,0.0006643395872854424,0.06559597561135888,-0.000428415975063154,13.16674089394725
0.00042788345471563244,0.06715876582687295,0.003909771590294112,0.07118120905943215,0.0025899265387953068,13.323978495546463
0.00012118704980697773,0.06893019627515726,0.001848950437139188,0.06692043726798147,0.0033770230340559293,13.37535386738963
0.00012193743351439346,0.06500644228003156,0.002906852995868736,0.06488474283833057,0.003556142264220974,13.510807771807723
0.00015537606355331236,0.06728310698247332,0.0025184922095891488,0.06739764788653702,-0.001675418705568824,13.44513143632967
0.00036306426842545246,0.06668933038049796,0.0029619484597889073,0.06925375072751194,-0.0002186767291277647,13.490340389287589
4.0786304327779955e-05,0.06647082471002744,0.0012756451913687877,0.06601791421417147,0.004444085913571981,13.516199428767383
3.0827553660437384e-05,0.06365511311203476,0.001091527325878694,0.0618459788383916,0.004322141690161264,13.582380556506601
0.008796569409251147,0.06362096331720277,0.01453409992672744,0.06827574595808983,0.004672951730761198,13.559753284927737
0.0002478454223940806,0.06731661444339226,0.01277167597610919,0.06953629176132381,0.004617672862651029,13.520767708366437
4.736887396993006e-05,0.06514780669231114,0.006593994190098637,0.06411794933956116,0.004615360507649361,13.552073689590408
1.2165087946926759e-05,0.06213662283509735,0.005837298279838782,0.06120806245598942,0.00476703446745725,13.571204324691584
1.4505248975363251e-05,0.059947817080368206,0.005666917459926701,0.06072226294782013,0.004616688221397967,13.560823930293047
1.3244341535878064e-05,0.059055065721508086,0.005620782417907283,0.05979185889009386,0.004621160467441129,13.580957134833302
1.3135519643810123e-05,0.058630578630552516,0.005693162776296501,0.059176558861508965,0.004418220772122098,13.569589712179953
2.4544205086476157e-05,0.05909009119422417,0.006902008911308918,0.06104700674768537,0.004380304692774126,13.563687175136776
5.531541894219349e-06,0.059603940490193255,0.006396786480916669,0.060265210922807455,0.0043266074183295564,13.564236264705436
6.313780053551197e-06,0.05886149919760509,0.006146793834766684,0.05972159747034311,0.004343251837878534,13.552022870795062
4.467115070826133e-06,0.058259940288198274,0.005878105548465226,0.05868137418292463,0.00438539275604457,13.555412533856614
4.8688969996661e-06,0.05722075310631061,0.005730251310308299,0.05820821051020175,0.004480016292856619,13.549619815738836
4.860605664215863e-06,0.057163786729724386,0.005657841293232407,0.0582167231477797,0.004603332803944255,13.546679192648687
3.3262162843822636e-06,0.05735379413474263,0.005506009398891565,0.058342458796687424,0.004674860305789084,13.537681761752115
3.0194555086544105e-06,0.057237601978337674,0.005379003894855239,0.05828130559530109,0.0046618161178977775,13.558359663971105
2.9959587934107573e-06,0.05713333679348465,0.005293823975914755,0.05848602158948779,0.004681853479751856,13.560791457201942
2.234282142809024e-06,0.05712891616455213,0.005172723480656283,0.058505762135609984,0.004633145562677395,13.55161520210557
1.9192082778335702e-06,0.05719755827559261,0.00504809856359309,0.05853324930649251,0.004585438584078952,13.571597784142952
1.8190047069404535e-06,0.05720253602608921,0.004946128365471716,0.058681589434854686,0.004681136094882052,13.589618260854515
1.641816423580704e-06,0.057286449246049864,0.004852116634515999,0.05851304030511528,0.00475329566691624,13.609491366698759
1.412179448273237e-06,0.05720296701577705,0.004751759449651838,0.05851162108592689,0.004486451596759334,13.643351697211196
1.4519201627859442e-06,0.05683040847693841,0.0046873234946989695,0.05842474428936839,0.004111532376857825,13.71138883155292
1.5520224606523508e-06,0.056518970600028674,0.004656582953642324,0.05823184677865356,0.0040159439608122745,13.72496618021901
1.643787660011134e-06,0.05645263459034792,0.004667278700870678,0.05810062470845878,0.004191124014611734,13.70489182173456
